eng_TAMsimp,TOTAL,0.0,1.0
PRES,1501,847,654
PAST,574,419,155
PRES PART,243,173,70
PRES PROG,186,129,57
PRES ~ PRES PART,141,96,45
FUT,130,55,75
PRES ~ PRES PROG,125,71,54
PAST PROG,120,92,28
PAST ~ PAST PROG,97,85,12
PAST ~ PRES PART,85,62,23
PAST ~ PRES,61,31,30
FUT ~ PRES,54,26,28
PRES ~ PRES PERF,48,34,14
FUT ~ MOD shall,48,40,8
PRES PERF,41,32,9
PAST PERF,41,28,13
TO INF,41,27,14
PAST PROG ~ PRES PART,39,33,6
FUT ~ FUT going-to,36,7,29
PAST ~ PRES PERF,31,19,12
FUT ~ PRES PROG,31,18,13
PRES PART ~ PRES PROG,30,19,11
PAST ~ PAST PERF,26,23,3
PAST ~ TO INF,16,12,4
FUT ~ TO INF,12,9,3
MOD may ~ PRES,12,11,1
FUT going-to ~ PRES,11,5,6
FUT going-to ~ PRES PROG,11,3,8
MOD could ~ PAST,11,7,4
FUT ~ PRES PART,9,5,4
PRES ~ TO INF,9,9,0
MOD is to ~ PRES,8,5,3
PRES PART ~ TO INF,8,3,5
IMPV ~ PRES,7,3,4
MOD can ~ PRES,7,7,0
PRES PERF ~ PRES PROG,6,5,1
MOD could,6,4,2
MOD should,5,3,2
IMPV,5,4,1
MOD shall ~ PRES,5,3,2
MOD can,5,4,1
MOD would,4,3,1
MOD would ~ PAST,4,4,0
PAST ~ PAST PERF PROG,4,4,0
IMPV ~ MOD may,4,4,0
PAST ~ PRES PROG,4,3,1
PAST PROG ~ PRES,4,4,0
FUT going-to ~ MOD shall,4,3,1
MOD is to ~ MOD shall,4,3,1
PAST PERF ~ PAST PROG,4,3,1
MOD would ~ PRES,4,2,2
FUT ~ MOD must,4,1,3
MOD shall ~ TO INF,3,2,1
FUT ~ MOD is to,3,2,1
MOD let ~ PRES,3,1,2
MOD was to ~ PAST,3,2,1
PRES PART ~ PRES PERF,3,2,1
MOD is to ~ PRES PART,3,3,0
PRES PERF PROG ~ PRES PROG,3,2,1
MOD is to,3,2,1
MOD may,3,3,0
MOD can ~ MOD shall,3,3,0
MOD can ~ TO INF,3,3,0
PAST PERF ~ PAST PERF PROG,2,2,0
PRES ~ PRES PROG keep,2,1,1
FUT PROG ~ PRES PART,2,1,1
PRES ~ PRES PERF PROG,2,0,2
PAST PERF ~ PRES PART,2,2,0
PAST PERF ~ PRES,2,2,0
FUT ~ MOD may,2,2,0
PRES PERF PROG,2,2,0
MOD was to ~ TO INF,2,2,0
FUT ~ PAST PROG,2,1,1
MOD should ~ TO INF,2,1,1
MOD must ~ MOD shall,2,0,2
MOD can ~ PRES PART,2,2,0
MOD was to ~ PAST PROG,2,2,0
MOD must ~ PRES,2,2,0
MOD may ~ TO INF,2,1,1
MOD may ~ PAST,2,1,1
MOD let,2,1,1
MOD is to ~ TO INF,2,2,0
MOD should ~ MOD would,2,1,1
PRES PROG ~ PRES PROG keep,1,1,0
PRES PROG ~ TO INF,1,1,0
MOD could ~ PRES PART,1,0,1
MOD might,1,0,1
MOD is to ~ MOD would,1,1,0
MOD can ~ MOD may,1,1,0
FUT going-to ~ PRES PART,1,1,0
FUT PROG ~ PRES PROG,1,1,0
IMPV ~ PRES PROG,1,0,1
PRES PART ~ PRES PERF PROG,1,1,0
MOD may ~ PRES PART,1,1,0
IMPV ~ PAST,1,0,1
FUT ~ FUT PROG,1,1,0
HAB used to ~ PAST,1,1,0
FUT ~ VB,1,0,1
PAST ~ VB,1,1,0
MOD was to ~ PRES PART,1,0,1
MOD must,1,1,0
MOD should ~ PRES,1,1,0
MOD was to,1,1,0
MOD that VB ~ PRES PART,1,1,0
FUT ~ PAST,1,1,0
MOD would ~ PRES PERF,1,1,0
MOD would ~ PRES PROG,1,0,1
FUT ~ MOD would,1,1,0
MOD should ~ PRES PERF,1,1,0
PAST PERF PROG ~ PAST PROG,1,1,0
MOD should ~ PAST,1,1,0
FUT ~ MOD can,1,1,0
MOD should ~ MOD was to,1,1,0
MOD shall ~ PRES PERF,1,1,0
FUT PROG ~ MOD is to,1,1,0
MOD shall ~ PAST,1,1,0
PAST PROG ~ TO INF,1,1,0
MOD shall,1,1,0
MOD need not ~ TO INF,1,1,0
MOD must ~ PRES PROG,1,0,1
MOD shall ~ PRES PART,1,0,1
