eng_TAMsimp,TOTAL,0,1
PRES,2663,2565,98
FUT,2251,2044,207
FUT ~ MOD shall,1727,1580,147
IMPV ~ MOD shall,504,456,48
PAST,447,418,29
FUT ~ PRES,414,398,16
MOD must ~ MOD shall,338,315,23
MOD is to ~ MOD shall,294,254,40
MOD can,269,265,4
MOD shall,219,199,20
MOD may,188,173,15
IMPV,187,181,6
MOD shall ~ PRES,148,142,6
MOD would,115,114,1
PAST ~ PRES,110,105,5
FUT ~ MOD may,103,96,7
PRES ~ PRES PART,96,92,4
PRES ~ PRES PERF,88,85,3
MOD should,79,75,4
MOD can ~ PRES,71,71,0
FUT ~ MOD lest,71,71,0
FUT ~ MOD can,64,62,2
PRES PERF,61,60,1
MOD may ~ MOD shall,53,50,3
PRES PART,49,49,0
IMPV ~ PRES,47,45,2
TO INF,47,46,1
MOD may ~ PRES,46,44,2
MOD can ~ MOD shall,44,43,1
MOD should ~ PRES,44,42,2
PRES ~ TO INF,41,39,2
FUT ~ MOD would,40,36,4
MOD could,38,38,0
MOD shall ~ TO INF,37,36,1
MOD must,36,32,4
MOD let,35,31,4
MOD can ~ MOD may,34,30,4
PAST ~ PRES PERF,33,33,0
MOD shall ~ MOD should,31,30,1
MOD would ~ PAST,29,29,0
FUT ~ TO INF,27,25,2
MOD would ~ PRES,23,23,0
FUT ~ IMPV,21,20,1
PAST ~ PRES PART,21,21,0
MOD shall ~ PRES PART,20,18,2
MOD should ~ TO INF,18,18,0
MOD must ~ PRES,18,18,0
PRES ~ PRES PROG,16,16,0
MOD lest ~ MOD may,16,16,0
MOD let ~ PRES,15,15,0
FUT ~ PRES PART,15,15,0
FUT ~ PAST,15,15,0
MOD shall ~ PAST,14,14,0
FUT ~ MOD let,14,14,0
MOD lest ~ PRES,14,14,0
MOD should ~ MOD would,14,12,2
IMPV ~ MOD may,13,12,1
MOD let ~ MOD shall,13,10,3
FUT ~ MOD should,12,11,1
HAB used to ~ PAST,12,10,2
MOD may ~ TO INF,12,12,0
IMPV ~ MOD must,12,10,2
IMPV ~ MOD let,11,10,1
IMPV ~ MOD can,11,11,0
MOD might,11,9,2
PAST ~ TO INF,11,8,3
MOD may ~ MOD must,10,10,0
PAST ~ PAST PERF,10,9,1
MOD is to,10,8,2
MOD was to ~ PAST,9,9,0
MOD can ~ MOD should,8,7,1
MOD can ~ MOD could,8,8,0
MOD lest,7,7,0
PAST PERF,7,6,1
FUT ~ MOD must,7,7,0
MOD should ~ MOD was to,7,5,2
MOD might ~ MOD would,6,6,0
MOD could ~ PAST,6,6,0
FUT ~ PRES PERF,6,4,2
PAST ~ PAST PROG,6,6,0
FUT going-to ~ MOD shall,6,6,0
MOD lest ~ MOD might,6,6,0
MOD shall ~ MOD would,6,6,0
MOD let ~ MOD must,6,6,0
PRES PART ~ TO INF,6,6,0
MOD is to ~ MOD may,6,6,0
MOD could ~ MOD would,6,6,0
FUT ~ FUT going-to,5,3,2
MOD VB ~ MOD may,5,5,0
MOD can ~ PRES PART,5,5,0
MOD is to ~ MOD must,5,4,1
MOD can ~ TO INF,5,5,0
IMPV ~ PRES PART,5,5,0
MOD lest ~ TO INF,5,5,0
MOD might ~ TO INF,5,5,0
MOD may ~ PRES PART,5,5,0
MOD would ~ TO INF,5,5,0
MOD might ~ PAST,5,5,0
MOD might ~ MOD should,5,5,0
MOD was to,5,4,1
?VB ~ PAST,4,4,0
IMPV ~ TO INF,4,4,0
PRES PERF ~ TO INF,4,4,0
MOD could ~ MOD might,4,3,1
MOD can ~ PAST,4,4,0
FUT ~ MOD is to,4,3,1
MOD VB ~ PRES,4,4,0
PAST PERF ~ PRES,4,3,1
IMPV ~ PAST,4,4,0
MOD should ~ PAST,4,4,0
HAB used to,4,3,1
IMPV ~ MOD lest,4,4,0
MOD let ~ MOD may,4,4,0
FUT ~ PRES PROG,3,3,0
MOD shall ~ PRES PERF,3,3,0
MOD would ~ PRES PART,3,3,0
FUT ~ MOD that be,3,3,0
MOD can ~ MOD let,3,3,0
PAST PROG,3,3,0
MOD can ~ MOD might,3,3,0
MOD lest ~ MOD would,3,3,0
MOD could ~ MOD must,3,3,0
MOD could ~ MOD should,3,3,0
IMPV ~ MOD is to,3,3,0
PRES PART ~ PRES PERF,3,3,0
MOD may ~ MOD might,3,3,0
FUT PROG ~ PRES,3,3,0
MOD is to ~ PRES PART,3,3,0
PRES ~ PRES do,2,2,0
MOD may ~ PAST,2,2,0
MOD lest ~ MOD should,2,2,0
MOD should ~ PRES PERF,2,1,1
MOD lest ~ MOD shall,2,2,0
IMPV ~ MOD should,2,2,0
MOD is to ~ TO INF,2,2,0
MOD let ~ PAST,2,1,1
MOD need not ~ PRES,2,2,0
MOD need not ~ MOD shall,2,2,0
MOD let ~ TO INF,2,2,0
MOD can ~ MOD must,2,2,0
PAST PROG ~ PRES,2,2,0
MOD could ~ TO INF,2,2,0
MOD may ~ PRES PERF,2,2,0
PRES PROG,2,2,0
MOD must ~ MOD should,2,2,0
PRES ~ PRES can,1,1,0
PRES PART ~ PRES PROG,1,1,0
MOD was to ~ PRES,1,1,0
FUT PERF ~ PRES,1,0,1
HAB used to ~ MOD would,1,1,0
PRES ~ PRES shall,1,0,1
HAB used to ~ PRES,1,1,0
MOD would ~ PAST PERF,1,1,0
FUT PROG ~ MOD shall,1,1,0
FUT ~ PRES shall,1,0,1
FUT ~ FUT PROG,1,1,0
FUT going-to ~ MOD is to,1,1,0
FUT going-to ~ MOD lest,1,1,0
MOD would ~ PAST PROG,1,1,0
PAST PROG ~ PRES PART,1,1,0
MOD ~ PRES,1,1,0
PRES PERF ~ PRES PROG,1,1,0
FUT PERF,1,1,0
FUT ~ MOD,1,1,0
MOD let ~ MOD should,1,1,0
HAB used to ~ PRES PERF,1,1,0
MOD is to ~ PRES PROG,1,1,0
MOD might ~ PRES PERF,1,1,0
MOD could ~ PAST PERF,1,1,0
MOD could ~ PRES PERF,1,1,0
MOD is to ~ MOD lest,1,1,0
MOD is to ~ MOD should,1,1,0
MOD is to ~ PRES,1,1,0
MOD may ~ MOD would,1,1,0
MOD that be ~ TO INF,1,1,0
MOD lest ~ MOD let,1,0,1
MOD may ~ MOD should,1,1,0
MOD lest ~ MOD must,1,1,0
MOD lest ~ MOD that be,1,1,0
MOD let ~ PRES PERF,1,1,0
MOD let ~ PRES PART,1,1,0
MOD could ~ MOD shall,1,1,0
MOD must ~ MOD quest must,1,1,0
MOD must ~ PRES PART,1,0,1
MOD must ~ PRES PROG,1,1,0
MOD must ~ PRES shall,1,1,0
MOD must ~ TO INF,1,1,0
MOD can ~ MOD lest,1,1,0
MOD VB ~ TO INF,1,1,0
MOD VB ~ MOD shall,1,1,0
MOD let ~ MOD that be,1,1,0
MOD VB ~ MOD can,1,1,0
JJ ~ PRES,1,1,0
IMPV ~ PRES PERF,1,1,0
MOD quest must ~ MOD shall,1,0,1
IMPV ~ MOD need not,1,1,0
MOD should ~ PRES PART,1,1,0
MOD that be,1,1,0
MOD quest must,1,1,0
